A	B	C	D	E11	E22	G12	G23	Mass	Load
32.34528	9.65064	17.4609	26.9412	154.21494	7.73145	4.515312	3.489608	0.862386	47.471
37.43496	10.76064	12.38715	28.4871	140.48174	7.378776	5.51136	3.278281	0.87023	45.98
39.03624	13.33452	17.7384	29.3592	143.19502	6.967701	4.695504	3.501698	0.907308	59.455
29.9034	11.157	17.52045	36.4812	140.31494	8.252037	4.56576	3.053934	0.892695	43.245
34.48584	13.90008	17.80455	29.5707	120.48798	7.325235	4.57872	3.311792	0.890118	45.447
34.40664	9.81984	17.27595	30.0066	137.39316	7.125813	5.2692	2.784885	0.882868	47.21
43.46028	11.44764	13.5564	30.2709	151.83526	8.096355	4.120368	3.24198	0.908833	54.633
32.44032	13.49304	15.0429	33.6798	119.02709	7.422597	4.257312	3.384394	0.885031	41.087
33.75648	13.49832	13.34505	35.424	119.65259	8.864964	5.202864	3.342513	0.890309	42.123
31.86972	10.53864	13.2591	25.8972	152.67065	9.037737	4.182336	3.129326	0.839767	42.115
37.02276	10.713	17.9565	32.4642	156.17623	7.933383	5.362896	2.844467	0.907924	56.185
36.97524	9.471	12.46635	34.4067	137.89356	8.436879	5.006832	3.448626	0.890808	42.129
34.94556	11.7384	16.4964	27.5886	123.61826	8.025804	5.52	2.982231	0.875106	44.592
43.06392	9.55032	15.0363	29.2401	152.29535	7.989354	4.969392	2.791395	0.906631	54.059
34.08948	13.29756	17.86395	23.9154	130.58911	8.402859	5.191344	2.768114	0.866174	47.913
36.84816	14.38104	15.9018	32.4246	146.4087	7.040682	4.228464	3.331322	0.903919	52.912
35.40528	14.46036	15.3204	29.7423	137.43486	7.921233	5.463792	3.281071	0.885165	50.337
29.5704	13.18128	15.2412	29.0157	144.61421	8.51229	4.953504	3.55384	0.854998	42.956
31.5684	14.09556	17.29575	34.0896	123.03446	7.364196	5.185584	3.442116	0.893458	45.781
40.6062	12.89052	13.37805	35.3448	120.02789	8.47827	4.838208	2.721583	0.918272	45.193
34.69176	14.09028	14.82495	24.2721	120.82158	8.166906	4.892976	2.802555	0.858819	42.856
36.2142	12.7584	17.83755	33.6666	128.04263	8.239887	4.172256	3.468187	0.911695	48.085
30.5694	14.23836	12.82305	27.6678	129.54522	7.108803	4.486464	2.852837	0.84579	37.721
34.02612	14.11152	17.1372	34.8294	151.08466	8.383338	4.286112	3.378814	0.906133	54.748
28.88856	13.77852	17.0778	33.0852	145.19801	8.312868	4.222704	2.834206	0.876725	47.058
32.10732	13.6464	13.37145	24.3249	130.67251	8.237457	5.426304	3.24663	0.840962	40.698
35.92872	13.58292	13.62255	23.7567	148.49648	7.889562	4.127568	3.158187	0.855998	48.907
37.87884	10.71828	17.9895	35.7543	143.02822	7.164693	5.220192	3.073464	0.925006	53.085
42.20748	13.31868	16.5162	34.1028	125.03745	7.016382	5.28504	2.902189	0.934079	56.081
32.18652	10.6602	12.0369	27.8397	124.66215	7.67556	5.30232	3.506348	0.843778	35.995
41.00256	10.44876	17.49405	25.7916	144.90611	9.225009	4.428816	2.929159	0.89588	54.692
30.7278	14.18544	13.5234	30.5088	129.21162	9.093627	4.831008	3.481207	0.860152	39.568
43.28568	13.17072	11.85855	26.8089	148.74668	8.505	4.457664	3.034373	0.890324	52.942
34.8822	12.75312	15.13545	25.6992	118.2334	7.096653	4.734432	3.130256	0.863588	41.329
42.71508	12.49416	16.97205	27.9585	156.67802	7.473627	4.260192	3.338793	0.912778	64.809
39.21084	9.59784	16.2321	33.6534	148.83008	8.886915	5.077488	2.710392	0.91332	53.319
43.71372	13.60404	14.0916	32.8077	154.92384	7.317945	5.153856	3.346233	0.925544	64.544
42.4296	12.94344	14.17755	27.0996	119.36069	8.48313	4.434576	2.805345	0.897215	48
43.01604	13.287	17.646	29.7555	123.36806	7.891992	4.460544	3.272701	0.925238	56.054
34.59672	9.83568	17.59965	27.9981	147.49429	7.746111	5.488272	3.191698	0.877004	50.718
34.34292	12.61572	17.31555	25.5669	125.74635	8.269047	4.111728	2.792325	0.869783	44.473
35.76996	12.15588	15.68385	23.5983	137.72676	8.738523	4.401456	3.157257	0.860586	47.068
30.03012	13.7256	12.8562	24.0738	144.65591	8.51715	4.33944	2.737393	0.829211	40.621
39.90852	11.56392	15.9084	23.4132	150.66627	7.69014	4.274592	3.050183	0.877251	52.144
38.57652	14.58192	14.7654	30.0726	141.65073	8.458749	4.856928	2.945	0.897741	52.296
37.38744	12.0396	12.0303	29.1477	158.30571	8.310438	4.864128	2.906839	0.873113	51.394
30.87072	9.89376	13.93965	35.1729	128.29283	7.485777	5.354256	3.189838	0.874785	38.037
30.20472	13.14432	18.0093	34.0101	146.78539	9.013356	4.921824	2.864927	0.888891	51.582
40.85964	12.51528	17.87055	26.2542	119.73599	8.084205	5.161104	3.24477	0.902199	53.102
38.6082	11.55336	15.51195	35.5164	152.83745	9.30771	4.633536	2.840747	0.917688	54.666
41.73192	14.53956	15.37995	33.8253	125.32935	8.612001	4.346688	2.826766	0.928122	54.725
40.2732	11.93916	14.62005	31.4997	141.81753	9.212859	4.08864	3.377884	0.905441	50.731
40.87584	14.35464	17.61945	27.2979	150.95956	8.069625	5.427744	3.177748	0.908653	66.627
29.11068	13.85772	13.7349	34.116	141.35883	7.544178	4.293312	2.750444	0.867664	40.983
36.76896	14.2542	12.51255	33.5742	135.89057	7.081992	4.368288	2.883558	0.893472	46.906
34.3908	14.085	15.36	25.3422	122.90797	9.147168	4.34088	3.032513	0.863745	43.632
41.25636	10.95084	11.89155	24.9063	152.75405	8.217936	5.28936	3.223349	0.870575	51.154
40.92336	10.43292	17.89035	31.0371	124.74555	7.529598	4.33512	3.440256	0.918065	49.873
42.87348	10.0788	12.5919	28.2624	134.93008	7.157403	4.376928	2.972001	0.892263	46.181
38.08512	13.5618	13.35825	24.3513	151.20976	6.943401	5.104848	2.837027	0.866171	51.571
28.20672	12.90648	17.79135	32.6625	125.91454	7.626879	4.663776	3.092095	0.873809	40.24
33.5502	9.9942	17.60625	25.7124	142.77802	7.772841	4.598928	2.664791	0.863739	47.091
32.74164	9.82512	12.0633	32.4378	152.04376	7.230384	4.701264	3.335073	0.863549	42.014
31.2354	14.03748	17.0646	34.7502	131.8832	7.094223	4.372608	2.797905	0.893565	46.74
29.44368	13.12308	12.9222	24.0078	153.88134	7.510158	4.54992	2.998072	0.825515	42.426
41.41476	11.17812	13.7811	24.4968	152.62895	7.442037	4.221264	3.464467	0.878067	51.801
41.54148	14.24364	17.6658	29.346	128.37623	8.950095	4.946304	3.412325	0.919209	59.013
35.61156	14.43912	18.0489	34.1292	128.54303	8.568261	4.702704	2.842607	0.914508	50.436
35.67492	11.4582	18.16125	24.5892	131.25631	7.254765	5.146656	3.294091	0.873156	47.629
35.43696	12.65268	14.55405	32.1207	135.09688	7.113663	5.51856	3.048323	0.888205	47.619
29.04732	10.9614	16.8201	25.5141	153.79794	8.449029	4.980912	2.708532	0.842092	44.055
37.65708	10.36944	12.78345	23.7171	147.53599	7.349616	4.258752	2.895648	0.853491	45.926
30.18888	11.8494	16.5228	25.2498	127.45883	6.987141	5.29368	2.980371	0.846192	38.862
42.74676	10.64964	12.80325	34.6047	141.40053	8.48556	4.395696	3.503558	0.918908	50.141
37.73628	11.72784	16.7541	34.869	120.73818	8.930655	5.341248	2.966421	0.916884	46.442
30.52188	11.69604	16.8135	33.4023	156.42782	9.135018	4.30632	2.785815	0.880626	47.754
31.12416	11.61156	15.2676	35.8467	123.32636	8.565831	4.188096	3.352743	0.886332	37.803
30.55356	13.45608	11.82555	24.9591	127.54223	7.838532	5.05584	2.807236	0.829789	36.77
33.69312	13.23936	15.20805	36.534	144.07211	8.132805	5.352816	3.171207	0.901967	50.871
33.10632	13.21296	14.58705	36.4413	148.37138	7.047972	4.78056	2.896578	0.896439	49.688
34.0578	10.68132	12.42015	34.5651	118.94369	8.792064	4.379808	2.888208	0.880328	35.595
31.04496	10.42764	13.563	33.138	136.14077	9.166608	4.225584	2.705742	0.866304	38.991
33.66144	14.1432	15.5319	31.3545	155.21713	9.159318	4.534032	2.868678	0.884288	53.617
33.32844	9.87264	12.8826	26.6109	142.27623	8.592561	4.264512	2.666651	0.846152	39.533
34.86636	12.06084	18.14805	23.9022	144.94781	8.855244	4.685424	2.786745	0.868166	51.227
35.72244	13.16016	15.71025	30.6144	119.98619	8.397999	4.669536	2.64523	0.88923	43.734
36.59472	13.47192	14.85795	32.7945	128.00093	8.337168	5.51568	2.901259	0.898348	47.362
34.56504	10.1052	13.89345	24.4437	151.79356	8.390709	4.438896	3.531489	0.847485	43.591
39.79764	9.93612	17.26275	25.818	147.20239	7.203654	4.270272	3.389974	0.889097	51.553
40.65372	12.4836	15.18825	29.9142	120.44628	7.575849	5.50704	3.230789	0.904071	46.913
39.38508	14.32284	13.06095	31.6449	157.05332	8.407719	4.32072	2.878908	0.899513	54.762
43.87248	14.04804	16.71435	26.2674	135.34708	8.259327	4.970832	3.028793	0.913051	60.84
33.9624	14.27004	11.89815	28.725	149.03858	9.164178	4.513872	2.881698	0.860314	47.236
32.12316	9.61896	14.0322	33.7326	151.66846	8.599851	5.433504	3.288511	0.874294	44.213
42.49296	11.19396	13.58955	31.1826	158.22231	9.125298	5.0184	2.994352	0.908128	56.203
32.0598	11.046	13.1997	32.8209	118.7338	7.6707	4.56864	2.669441	0.8686	35.219
35.4528	12.08724	13.4772	31.6848	119.27729	9.105777	5.182704	2.743934	0.881117	41.857
43.85664	11.6802	16.02735	30.1122	133.13559	7.969833	4.963584	3.225209	0.920713	56.965
41.52564	12.29328	12.47295	34.3803	126.33154	8.833374	4.193856	3.113485	0.913627	45.79
43.88832	10.20564	16.91925	27.2187	149.58207	8.157186	4.649376	3.156327	0.91094	61.078
32.50368	12.86412	17.7252	23.7699	121.99057	7.381206	4.659456	2.789535	0.857438	43.202
36.7848	11.63268	14.51445	28.5135	156.96992	7.130673	4.131888	3.107905	0.877948	51.703
36.72144	9.79344	15.07605	33.9177	126.03964	7.802001	5.166864	3.5557	0.899172	44.522
35.75412	11.55864	12.20205	25.7256	143.77882	9.066897	4.973712	2.713213	0.852786	44.171
33.3918	11.65908	13.8735	30.9315	128.79462	8.230167	5.51712	3.24849	0.87043	40.663
34.12116	13.22352	17.82435	23.5056	143.15332	7.760691	4.381248	2.981301	0.864471	50.391
41.89032	14.49204	14.77875	27.6942	139.47955	7.432317	4.768992	3.474697	0.902669	58.375
43.49196	10.58088	13.5696	27.9717	158.34741	7.456617	4.388448	2.885418	0.898607	54.461
39.57552	13.59348	12.5655	32.6229	156.21793	8.054964	5.440704	3.035303	0.900791	55.531
32.40864	11.8176	16.4568	33.7062	135.05518	7.887132	4.436016	2.63686	0.888499	45.376
37.49832	10.35888	16.42365	35.6487	126.54004	9.271179	4.748832	3.324812	0.915894	46.668
43.90416	13.41912	16.2255	30.456	148.53818	7.743681	5.081808	2.714143	0.925922	64.537
34.51752	11.27328	17.679	28.8306	143.86222	9.220149	5.2764	2.726233	0.882435	50.961
30.04596	11.61684	16.5426	34.4727	129.08652	7.461477	4.881456	3.56221	0.881643	39.848
43.38108	10.84512	14.118	32.451	120.69648	8.54145	4.901616	3.450486	0.91873	46.615
28.60308	12.08196	12.6249	26.7165	131.4245	8.53173	4.897296	3.434676	0.829004	37.098
33.20136	9.37584	16.06035	31.5789	125.16255	7.960113	4.712784	2.818396	0.878408	38.595
35.0406	13.68336	16.01415	24.5628	146.70199	7.471197	5.201424	3.508208	0.865558	51.743
28.413	10.97724	17.7186	28.0644	123.99356	7.741251	4.905936	3.349953	0.853241	37.544
33.43932	9.96252	18.0621	26.9676	126.16474	8.415009	5.383056	3.283861	0.87013	44.398
40.06692	14.3334	12.3672	30.0198	145.4079	8.006364	5.342688	3.467257	0.893234	52.567
29.38032	9.48156	17.30235	33.561	132.6338	8.821224	4.394256	3.315512	0.875671	39.653
42.3504	10.7394	12.38055	29.1213	148.66328	8.410149	5.417664	2.813746	0.893527	51.687
36.0396	12.6474	17.124	36.5472	122.99137	7.578279	4.738752	3.021322	0.919251	46.507
30.83904	10.50168	11.9841	36.4281	137.05956	8.553681	5.221632	3.147027	0.872184	39.307
36.02376	9.50268	12.10965	29.9406	138.93745	8.772543	4.366848	3.271771	0.867143	39.73
36.65808	10.602	16.8267	35.8335	142.23453	8.716653	5.51424	3.027863	0.915082	51.858
37.84716	10.03128	12.70425	35.5563	132.88539	7.116093	4.32648	3.138626	0.900846	43.546
31.09248	14.34936	18.11505	27.5358	128.75292	8.205786	4.650816	2.93756	0.870162	46.763
37.18116	11.4054	12.10305	31.2882	133.17729	7.045542	4.493712	2.702022	0.880033	43.263
36.2934	14.06916	13.99905	25.329	159.5164	8.334738	4.676736	2.894718	0.86596	53.729
40.82796	14.21712	13.1271	27.126	138.68725	7.451757	4.195296	2.823046	0.888489	49.402
42.57216	11.23632	16.89285	30.9447	129.16992	9.096057	4.206864	3.016672	0.92158	54.214
28.92024	13.2024	13.2327	27.5226	121.78207	8.753103	4.29912	3.190768	0.838029	35.447
39.46464	13.3662	13.8537	26.4786	122.69947	7.237674	4.662336	2.678741	0.881699	44.135
35.65908	12.49944	12.14925	27.4962	141.19203	7.493148	4.477824	3.537999	0.860642	45.02
32.91588	9.37056	14.79855	31.7508	143.65372	7.879842	4.509552	3.539859	0.872541	41.789
30.79152	9.68244	15.5979	28.7514	127.62563	7.142823	4.358208	3.463537	0.855195	37.144
34.91388	11.25216	15.6507	30.3633	118.15	7.755831	4.679616	3.426306	0.881557	41.605
42.98436	12.19824	14.19075	25.9767	143.11162	7.225524	4.666656	2.701092	0.893968	54.637
40.47912	10.02072	15.74325	32.4114	135.47218	7.590429	5.50848	3.203788	0.912088	50.086
41.44644	9.75108	15.69705	24.0606	137.01786	7.495578	4.495152	2.790465	0.882232	47.98
29.412	10.48044	16.29165	30.1653	155.88433	7.390926	4.392816	2.736463	0.859054	44.106
43.0002	10.09992	13.96605	35.2524	143.06992	8.51958	5.002512	3.063234	0.926881	52.085
43.55532	11.12004	15.3666	27.6282	122.44927	7.269345	4.451904	3.089305	0.905968	49.922
42.60384	10.34832	13.53	29.0025	127.41713	8.636382	4.186656	3.359253	0.898436	45.323
43.5078	13.59876	16.2387	33.5214	126.41494	8.47098	5.473872	3.287581	0.936565	58.482
28.11168	10.20036	14.0586	31.077	134.09469	8.317728	5.142336	2.964561	0.847357	37.956
42.8418	13.13364	13.07415	26.439	137.14296	7.262055	4.157856	3.336003	0.89212	51.385
40.3524	11.96568	18.2274	28.6854	142.69462	9.020646	4.82088	3.2457	0.910024	60.261
37.7046	14.418	15.44595	28.2492	154.59024	7.050402	4.384128	2.926369	0.889699	54.665
28.4922	12.68448	17.4279	25.0383	147.28579	8.329878	4.763232	3.25872	0.843582	44.179
38.05344	10.50696	17.3553	33.627	144.73931	7.291215	4.934784	3.55198	0.914171	52.535
38.02176	9.99948	16.2585	34.0632	145.03121	8.53659	4.169376	2.688072	0.910533	50.719
31.36212	11.34732	15.2346	30.4824	118.3168	8.614431	4.276032	2.890998	0.86535	35.869
33.42348	10.02072	13.70835	35.0673	157.97211	9.098487	4.761792	3.042743	0.884342	45.853
40.0986	9.69828	15.69045	26.6769	152.08546	8.356608	4.134768	2.770904	0.886764	51.754
30.01428	14.10096	16.89945	26.9544	141.69243	8.687412	5.458032	3.279211	0.857766	49.266
34.18452	12.05544	14.56725	23.4	149.79057	7.945533	5.110608	3.118166	0.848188	48.742
32.69412	10.34304	15.8754	25.7388	120.65478	8.989056	4.31496	3.418835	0.85342	37.328
35.86536	12.10836	18.22065	26.5314	129.29502	8.003934	4.412976	3.457957	0.882846	47.368
40.36824	9.4974	14.085	25.6197	128.12603	7.189074	4.512432	3.403025	0.876601	43.828
31.29876	11.9604	16.59555	25.1442	129.62862	7.035822	4.57296	3.524049	0.851001	41.832
40.4316	12.28272	15.45255	35.49	156.59462	8.188776	4.234224	3.405815	0.926044	57.017
43.69788	10.94556	16.62855	32.3058	154.04814	7.206084	5.05872	3.210329	0.930269	64.169
39.17916	14.4762	12.8628	34.8558	150.70797	7.624449	4.868448	2.787675	0.910548	53.832
41.57316	10.7712	18.0423	26.0691	125.57955	7.911513	4.244304	2.94128	0.90223	51.822
42.04908	9.76164	13.62915	24.8139	128.96142	7.821522	5.29512	3.348093	0.879002	45.705
41.30388	14.29116	13.31865	32.6361	153.33785	8.5293	4.31064	3.419765	0.912524	57.507
31.99644	10.24788	12.49935	33.4419	131.04781	9.079047	5.483952	2.783955	0.866833	38.442
30.74364	11.268	17.3487	30.72	146.2419	8.249607	4.09008	3.180538	0.872518	45.519
41.3514	14.04276	15.50535	34.9086	150.87616	8.745813	4.56288	2.662001	0.930472	63.013
28.50804	10.7976	12.79665	30.1521	127.12384	9.198279	4.55424	3.134906	0.8408	35.575
38.25936	14.62416	16.1397	32.0547	127.91753	8.033094	4.590288	3.530559	0.909903	51.77
30.58524	13.57764	17.4213	35.6619	129.58692	7.855542	5.364336	2.991562	0.895208	47.165
41.55732	12.62628	17.712	33.7857	125.83114	8.018514	4.375488	2.754164	0.934089	55.426
28.79352	12.11892	13.7415	29.2005	134.22118	8.186346	4.29624	2.655491	0.844271	38.024
38.63988	12.91704	14.52765	30.4425	155.38393	7.476057	4.58016	3.56035	0.89551	54.363
42.19164	11.00376	16.7277	26.307	137.97696	7.403076	5.446464	3.433746	0.900588	56.554
33.18552	12.0978	15.3072	23.5452	159.3913	8.767683	4.56	3.24291	0.84772	50.636
40.63788	9.87792	14.54745	33.9837	148.87178	9.027936	5.406144	3.420695	0.913902	53.539
39.861	9.84624	12.18885	29.4516	146.2836	7.622019	4.482144	3.532419	0.882227	47.686
35.99208	11.89692	17.02485	24.8799	138.89575	7.062552	5.003952	2.674091	0.871591	48.78
30.1572	10.91388	17.9301	27.7206	152.42045	9.110637	4.54272	3.039023	0.860077	46.469
35.08812	12.31452	13.7481	28.6059	156.38612	7.605009	5.347008	2.665721	0.868985	51.466
37.41912	10.76592	15.294	31.3677	132.96879	9.217719	4.621968	2.662931	0.893983	46.808
32.2344	14.07444	12.22185	35.7675	149.24708	8.463609	4.529712	2.912419	0.881334	44.589
33.8832	12.65796	13.7547	27.1128	121.32198	9.064467	5.360016	3.471907	0.858724	41.314
40.14648	13.55652	11.9445	26.6505	128.71122	7.293645	5.396016	3.201928	0.877511	46.144
33.37596	9.9678	13.59615	35.8866	132.3836	8.50014	4.877136	2.671301	0.886948	39.477
37.32408	13.96872	17.9961	30.2841	157.76222	9.008496	5.03712	3.109765	0.905827	63.303
36.08712	10.2162	16.95225	33.0984	118.6087	7.444467	5.316768	2.977581	0.901621	43.529
37.67292	12.33564	12.19545	36.2433	124.53705	7.72416	4.407216	2.9543	0.903634	43.29
38.62404	14.28588	13.4706	35.0145	123.82676	7.342326	5.234592	2.751374	0.911086	46.287
29.14236	11.05656	13.29225	34.0764	152.37875	8.940375	5.325408	2.854697	0.861692	43.286
35.51652	14.19072	16.61535	23.7435	146.4921	8.580411	4.941984	3.119096	0.868191	52.715
43.8408	10.36416	17.01825	33.5478	127.70903	7.145253	5.05296	2.95523	0.936777	55.237
31.44132	12.3726	11.7132	33.006	137.35146	8.587701	4.774752	3.295021	0.8623	39.802
36.99108	12.94872	17.4147	33.9309	140.56514	8.896635	4.214064	2.734603	0.914529	51.943
36.19836	10.18452	17.51385	24.8403	121.07178	7.286355	4.461984	3.292231	0.87144	42.65
35.15184	13.08084	12.2352	33.6402	140.73194	8.789634	4.143408	3.470047	0.883826	46.268
37.863	9.67188	17.57985	25.9368	154.67364	8.604711	4.993872	2.880768	0.882314	53.775
36.5472	14.35992	16.5492	34.2612	139.14595	6.994431	4.986672	3.132116	0.912502	52.338
31.83768	14.196	12.12945	34.4463	155.13373	7.797141	5.071728	3.233579	0.874258	45.906
37.07028	12.57348	14.9967	29.0289	141.73413	9.023076	5.434944	3.505418	0.884763	50.867
29.50704	12.13476	16.4898	34.1688	147.16069	7.159833	4.224144	2.975721	0.878635	43.374
37.10196	10.41708	18.21405	23.9286	140.18984	8.174196	4.619088	3.127466	0.875062	49.586
39.09996	10.23732	14.1114	29.9274	157.63712	7.310655	5.472432	2.968281	0.889593	53.611
34.45416	11.91804	11.7528	33.7725	157.80531	8.47341	4.459104	3.226139	0.877635	45.455
38.2752	12.9804	17.4081	35.3844	143.69542	7.376346	5.2836	2.697372	0.925764	56.465
41.05008	14.48148	15.8622	35.5695	145.4496	8.225307	4.30488	3.117236	0.934002	62.055
38.33856	12.5946	17.28915	26.1747	126.58174	7.079562	4.123248	3.155397	0.888887	47.003
37.83132	12.44136	16.11315	36.1773	155.92603	7.249905	5.171184	3.362973	0.920794	56.68
37.21284	12.38316	13.01475	25.6461	150.54117	8.801784	4.147728	2.800695	0.863586	49.252
36.67392	13.1496	15.22125	29.0817	159.7666	8.342028	4.237104	3.221489	0.885227	54.686
30.53772	11.63796	14.28315	28.2888	139.89794	8.818794	5.421984	2.675021	0.84961	41.166
43.63452	13.07556	12.2418	30.4161	124.99575	7.70229	4.420176	3.044603	0.907155	48.06
40.74876	13.2606	18.16785	33.3495	152.50385	7.872552	4.508112	2.660141	0.931836	65.648
35.48484	14.15376	14.7258	36.3489	131.9666	8.154756	4.82376	2.873328	0.908147	48.014
37.35576	9.50796	16.1925	26.1615	125.62125	7.339896	5.397456	3.131186	0.874936	44.404
33.97824	12.67392	11.7066	28.1304	141.44223	7.583139	4.169376	2.95709	0.854394	40.519
29.77668	9.70884	17.3619	29.5044	142.15113	7.874982	4.730112	3.077184	0.861435	41.671
40.03524	11.64324	14.80515	25.6065	158.76441	8.074485	4.826688	3.371374	0.881658	55.099
32.86836	10.06296	12.51915	27.3903	134.26288	7.587999	4.137648	3.435606	0.84604	37.365
38.71944	10.40124	14.4351	24.2061	139.73114	8.062335	5.117856	2.635	0.866952	47.569
41.1768	12.7056	17.0382	24.708	140.77364	8.120655	4.848288	3.465397	0.894498	58.931
40.66956	11.6538	15.2742	23.8626	140.94044	6.992001	4.79496	3.322022	0.879667	49.99
40.55868	11.58516	15.51855	36.3621	136.26587	8.380908	5.208672	3.410465	0.929438	51.657
28.31796	12.30924	15.16845	29.1609	159.2662	8.638812	4.33368	3.090235	0.848461	44.809
43.15896	13.62528	14.4087	24.8271	122.40757	7.619589	4.627728	3.198208	0.89403	51.419
31.93308	9.62952	16.34445	28.8042	144.82271	6.940971	5.02848	3.431886	0.86334	42.669
34.9614	12.5418	13.1337	25.5009	157.13672	8.847954	5.429184	2.965491	0.854287	50.965
37.24452	12.4308	12.97515	24.7212	121.44708	7.617159	5.001072	3.466327	0.860125	42.113
29.60208	11.4636	13.5432	35.0409	118.6504	8.667972	5.073168	3.018532	0.869127	35.792
29.68128	13.11252	14.6928	32.5965	140.69024	8.619291	4.08	3.222419	0.866988	41.223
39.95604	9.89904	18.0027	27.3771	151.37656	7.232814	4.670976	2.882628	0.899043	54.071
36.32508	11.80176	17.92335	24.3909	153.92304	7.335036	4.760352	3.333213	0.874769	54.163
33.51852	13.32924	12.8364	29.8347	131.633	7.118523	5.368656	3.477487	0.864964	42.62
30.9024	11.06184	13.41765	34.4991	125.87284	6.933681	4.211184	3.369514	0.871397	36.595
29.93508	9.582	15.6243	32.6097	120.90498	8.349318	4.967904	3.309002	0.867151	36.425
37.22868	14.2278	16.4766	31.7244	120.40458	7.189074	4.689744	2.794185	0.904993	46.114
37.6254	13.12836	17.20995	27.747	155.75923	7.410366	5.419104	2.723443	0.892519	57.125
28.17504	12.54708	15.8424	30.4956	132.80199	8.796924	4.708464	3.068814	0.856323	39.522
38.51316	9.79872	17.89695	33.7593	125.53785	8.551251	5.371536	3.316442	0.918087	47.829
30.22056	13.60932	17.0316	26.862	129.71202	7.162263	5.334048	3.396515	0.857898	45.136
39.55968	9.47628	13.4508	27.0732	146.91049	9.156888	5.27784	3.336933	0.876251	49.499
37.57752	10.12632	13.32525	30.654	118.8172	7.271775	5.322528	3.218699	0.882576	40.953
36.34092	10.9932	11.81235	27.8265	123.78506	8.877195	4.532592	3.008302	0.860898	37.95
42.85764	11.59572	16.90605	32.0019	127.66733	9.27855	5.184144	3.343443	0.927579	56.371
39.48048	11.38956	11.9379	31.1958	131.9249	7.68042	4.0944	3.327602	0.88869	44.36
36.05544	14.56068	14.50785	25.0914	138.60385	7.551468	4.741632	3.040883	0.867261	48.573
31.7268	12.18768	12.13605	32.7021	122.11567	8.042814	4.183776	3.24942	0.863821	35.732
32.5512	9.71412	13.08075	28.3683	130.38061	9.006066	4.931904	2.689002	0.850489	37.455
41.0976	10.51224	13.1799	33.6006	130.75591	6.972561	5.404704	2.897508	0.909275	46.899
40.79628	12.59988	17.24295	23.6775	153.42125	8.777403	5.241792	2.871468	0.889674	63.101
43.4286	12.42024	16.64835	33.4818	151.00126	9.161748	5.155296	3.227069	0.936001	65.803
39.13164	12.5364	13.4376	27.1392	159.05631	7.383636	5.398896	3.24105	0.879515	54.888
37.54584	12.43608	12.14265	31.8564	127.75073	8.359038	5.112096	3.55849	0.885544	44.664
39.6072	12.97512	17.1174	35.6091	120.61308	8.633952	4.832448	3.386254	0.931065	52.153
40.6854	12.09252	14.92395	28.0377	123.07616	8.913645	5.478192	3.151677	0.895114	46.712
38.46564	9.51324	14.48145	29.8614	126.79024	8.743383	4.156416	2.927299	0.887244	43.259
34.35876	12.72672	15.14865	36.3225	153.37955	8.376048	4.267392	2.909629	0.902962	52.094
40.98672	14.00052	14.6862	23.4924	138.85405	8.48799	4.454784	2.875188	0.881875	54.25
32.53536	10.13688	15.0231	25.2102	120.36288	9.178758	4.611888	2.921719	0.846729	35.985
36.30924	10.06824	16.70115	26.1483	155.05033	8.629092	4.180896	3.232649	0.873436	51.75
28.36548	13.90536	15.12885	27.5094	122.24077	7.407936	4.528272	3.310862	0.844983	36.51
28.63512	10.42236	13.10055	26.7033	139.52125	7.077132	4.841088	3.361113	0.828375	37.858
29.18988	13.52484	15.47895	26.7165	125.49615	8.47584	5.479632	2.845397	0.846234	38.581
28.44468	10.5492	15.15525	30.588	147.82789	9.183618	4.923264	3.139556	0.851925	42.307
36.00792	13.5882	13.31205	24.9459	156.34303	7.150113	4.709904	3.341583	0.859431	51.621
29.09484	9.92028	14.3691	36.045	144.69761	8.444169	4.728672	3.291301	0.872669	41.343
42.33456	9.97836	16.04715	24.6156	150.20757	7.327665	5.246112	3.037163	0.890023	54.667
42.61968	11.14116	14.3493	25.5801	134.47138	8.286057	4.09152	2.95244	0.889714	48.04
35.3736	10.65492	17.57325	36.0714	156.63632	7.799571	4.614768	3.238229	0.913832	54.751
38.16432	12.288	13.97265	34.8162	125.41275	8.210646	4.446144	3.504488	0.907469	45.457
29.76084	10.87164	17.55345	33.2571	128.16773	8.344458	5.492592	3.196348	0.878833	40.227
36.26172	14.529	12.3474	30.522	125.45445	8.327448	5.336928	3.215909	0.879297	44.841
42.73092	14.1168	15.9216	35.8203	138.18546	7.527168	4.727184	2.769044	0.941792	60.83
38.76696	11.89164	14.6532	33.2703	127.50053	8.451459	4.09872	2.709462	0.906171	45.726
33.48684	10.6866	14.26335	35.8998	118.90199	7.7193	4.623408	3.148887	0.891142	36.97
34.99308	12.20352	17.9763	33.8385	142.06773	9.181188	4.496592	3.441186	0.906974	52.086
39.87684	13.88424	11.77935	32.517	147.36919	8.874765	4.828128	3.146066	0.898801	52.191
39.05208	9.36	14.31615	27.483	145.5747	7.901793	4.400016	3.161907	0.879249	48.266
38.18016	12.83772	12.6513	26.373	158.09721	7.373916	4.374048	2.775585	0.86976	51.951
43.6662	10.79232	13.8075	24.1797	142.19283	8.011224	4.80792	3.072534	0.885825	50.95
39.84516	12.9276	12.98835	24.5496	142.65292	7.176924	5.212992	3.535209	0.871523	49.933
